# All extracted data are not described here not to violate the publisher's text data mining policy for use of scientific articles.
# True or false for the extracted datum is denoted by "1" in the TP or FP column (the 3rd or 2nd colmun from right), respectively.
# The excluded polymer data (denoted by "1" in the FN column (the rightmost column)) are also described here.

article-doi	table-label	polymer-name	property-sepcifier	property-value	property	TP	FP	FN
10.1016/j.polymer.2014.09.021	Table 1	Closed-cell polyurethane foams	Glass transition [°C]	100–150	Tg	1	0	0
10.1016/j.polymer.2014.11.021	Table 1	PEG-DA	Tg (°C)c	−55	Tg	1	0	0
10.1016/j.polymer.2014.11.021	Table 1	PEG-DA + 1 phr CNTs	Tg (°C)c	−47	Tg	1	0	0
10.1016/j.polymer.2014.11.021	Table 1	PEG-DA + 2 phr CNTs	Tg (°C)c	−25	Tg	1	0	0
10.1016/j.polymer.2014.11.054	Table 1	UPR	Tg °C	94	Tg	1	0	0
10.1016/j.polymer.2014.11.054	Table 1	2% CNC	Tg °C	97	Tg	0	0	1
10.1016/j.polymer.2014.11.054	Table 1	4% CNC	Tg °C	98	Tg	0	0	1
10.1016/j.polymer.2014.11.054	Table 1	6% CNC	Tg °C	96	Tg	0	0	1
10.1016/j.polymer.2014.11.054	Table 1	2% STCNC	Tg °C	97	Tg	0	0	1
10.1016/j.polymer.2014.11.054	Table 1	4% STCNC	Tg °C	98	Tg	0	0	1
10.1016/j.polymer.2014.11.054	Table 1	6% STCNC	Tg °C	99	Tg	0	0	1
10.1016/j.polymer.2014.11.057	Table 2	PRX1500Me-PU	Tg [°C]	−77	Tg	1	0	0
10.1016/j.polymer.2014.11.057	Table 2	PRX4000Me-PU	Tg [°C]	−75	Tg	1	0	0
10.1016/j.polymer.2014.11.057	Table 2	PRX6000Me-PU	Tg [°C]	−73	Tg	1	0	0
10.1016/j.polymer.2014.11.057	Table 2	CDMe-PU	Tg [°C]	−73	Tg	1	0	0
10.1016/j.polymer.2014.11.061	Table 2	RHBLPE-1	Tg (°C)	−51.6	Tg	1	0	0
10.1016/j.polymer.2014.11.061	Table 2	RHBLPE-2	Tg (°C)	−54.4	Tg	1	0	0
10.1016/j.polymer.2014.11.061	Table 2	RHBLPE-3	Tg (°C)	−62.0	Tg	1	0	0
10.1016/j.polymer.2014.12.002	Table 2	PEO600-85% Li	Tg (K)	253	Tg	1	0	0
10.1016/j.polymer.2014.12.002	Table 2	5% PEG600	Tg (K)	251	Tg	1	0	0
10.1016/j.polymer.2014.12.002	Table 2	10% PEG600	Tg (K)	238	Tg	1	0	0
10.1016/j.polymer.2014.12.002	Table 2	25% PEG600	Tg (K)	235	Tg	1	0	0
10.1016/j.polymer.2014.12.002	Table 2	50% PEG600	Tg (K)	221	Tg	1	0	0
10.1016/j.polymer.2014.12.005	Table 1	Poly(oAP-hda)	Tg (°C)	87	Tg	1	0	0
10.1016/j.polymer.2014.12.005	Table 1	Poly(oAP-dds)	Tg (°C)	193	Tg	1	0	0
10.1016/j.polymer.2014.12.009	Table 1	PEU-1	Tgc (°C)	64.1	Tg	1	0	0
10.1016/j.polymer.2014.12.009	Table 1	PEU-2	Tgc (°C)	47.4	Tg	1	0	0
10.1016/j.polymer.2014.12.009	Table 1	PEU-3	Tgc (°C)	5.43	Tg	1	0	0
10.1016/j.polymer.2014.12.009	Table 1	PEU-4	Tgc (°C)	−36.2	Tg	1	0	0
10.1016/j.polymer.2014.12.009	Table 1	PEU-5	Tgc (°C)	−38.3	Tg	1	0	0
10.1016/j.polymer.2014.12.009	Table 1	PEU-6	Tgc (°C)	−30.9	Tg	1	0	0
10.1016/j.polymer.2014.12.009	Table 1	PEU-7	Tgc (°C)	10.4	Tg	1	0	0
10.1016/j.polymer.2014.12.009	Table 1	PEU-8	Tgc (°C)	25.2	Tg	1	0	0
10.1016/j.polymer.2014.12.009	Table 1	PEU-9	Tgc (°C)	44.1	Tg	1	0	0
10.1016/j.polymer.2014.12.009	Table 1	PDIBC	Tgc (°C)	121.8	Tg	1	0	0
10.1016/j.polymer.2014.12.053	Table 1	PnBAX5	Tg (°C)	−49	Tg	1	0	0
10.1016/j.polymer.2014.12.053	Table 1	PnBAX8	Tg (°C)	−47.5	Tg	1	0	0
10.1016/j.polymer.2014.12.053	Table 1	PnBAX20	Tg (°C)	−48.7	Tg	1	0	0
10.1016/j.polymer.2014.12.053	Table 1	PnBAX40	Tg (°C)	−46.6	Tg	1	0	0
10.1016/j.polymer.2014.12.053	Table 1	PnBAX60	Tg (°C)	−48.7	Tg	1	0	0
10.1016/j.polymer.2014.12.053	Table 1	PnBAX115	Tg (°C)	−49.4	Tg	1	0	0
10.1016/j.polymer.2014.12.053	Table 1	PnBA107	Tg (°C)	−54.8	Tg	1	0	0
10.1016/j.polymer.2014.12.069	Table 1	PVA	Tg (°C)b	80.9	Tg	1	0	0
10.1016/j.polymer.2014.12.069	Table 1	S0.1P1	Tg (°C)b	79.9	Tg	1	0	0
10.1016/j.polymer.2014.12.069	Table 1	S0.3P1	Tg (°C)b	80.4	Tg	1	0	0
10.1016/j.polymer.2014.12.069	Table 1	S0.5P1	Tg (°C)b	81.5	Tg	1	0	0
10.1016/j.polymer.2014.12.069	Table 1	S0.7P1	Tg (°C)b	80.6	Tg	1	0	0
10.1016/j.polymer.2014.12.069	Table 1	S1P1	Tg (°C)b	80.1	Tg	1	0	0
10.1016/j.polymer.2014.12.069	Table 1	S2P1	Tg (°C)b	81.1	Tg	1	0	0
10.1016/j.polymer.2015.01.033	Table 1	BP-AZ-CA	Tg (°C)	160	Tg	1	0	0
10.1016/j.polymer.2015.01.033	Table 1	CH-AZ-CF	Tg (°C)	68	Tg	0	0	1
10.1016/j.polymer.2015.01.033	Table 1	CH-AZ-NT	Tg (°C)	76	Tg	0	0	1
10.1016/j.polymer.2015.01.033	Table 1	CH-AZ-CN	Tg (°C)	75	Tg	0	0	1
10.1016/j.polymer.2015.01.033	Table 1	CH-AZ-CA	Tg (°C)	90	Tg	0	0	1
10.1016/j.polymer.2015.01.069	Table 1	DDDA	Tg (K)	305	Tg	0	1	0
10.1016/j.polymer.2015.01.069	Table 1	NDDA	Tg (K)	308	Tg	0	1	0
10.1016/j.polymer.2015.01.069	Table 1	HDDA	Tg (K)	308	Tg	0	1	0
10.1016/j.polymer.2015.01.069	Table 1	BDDA	Tg (K)	309	Tg	0	1	0
10.1016/j.polymer.2015.01.069	Table 1	NPGDA	Tg (K)	310	Tg	0	1	0
10.1016/j.polymer.2015.01.069	Table 1	TMPTA	Tg (K)	310	Tg	0	1	0
10.1016/j.polymer.2015.01.069	Table 1	PETA	Tg (K)	309	Tg	0	1	0
10.1016/j.polymer.2015.01.069	Table 1	MNE-II-10	Tg (K)	305	Tg	0	0	1
10.1016/j.polymer.2015.01.069	Table 1	MNE-II-9	Tg (K)	308	Tg	0	0	1
10.1016/j.polymer.2015.01.069	Table 1	MNE-II-6	Tg (K)	308	Tg	0	0	1
10.1016/j.polymer.2015.01.069	Table 1	MNE-II-4	Tg (K)	309	Tg	0	0	1
10.1016/j.polymer.2015.01.069	Table 1	MNE-II-3	Tg (K)	310	Tg	0	0	1
10.1016/j.polymer.2015.01.069	Table 1	MNE-III-3	Tg (K)	310	Tg	0	0	1
10.1016/j.polymer.2015.01.069	Table 1	MNE-IV-3	Tg (K)	309	Tg	0	0	1
10.1016/j.polymer.2015.02.016	Table 1	PU75	TgSD (k)	205	Tg	1	0	0
10.1016/j.polymer.2015.02.016	Table 1	PU88	TgSD (k)	234	Tg	1	0	0
10.1016/j.polymer.2015.02.016	Table 1	PU60	TgSD (k)	259	Tg	1	0	0
10.1016/j.polymer.2015.02.029	Table 2	PTA1	Tg (°C)	71.8	Tg	1	0	0
10.1016/j.polymer.2015.02.029	Table 2	PTA2	Tg (°C)	57.8	Tg	1	0	0
10.1016/j.polymer.2015.02.029	Table 2	PTA3	Tg (°C)	79.7	Tg	1	0	0
10.1016/j.polymer.2015.02.029	Table 2	PTA4	Tg (°C)	60.2	Tg	1	0	0
10.1016/j.polymer.2015.02.029	Table 2	PTA5	Tg (°C)	113.4	Tg	1	0	0
10.1016/j.polymer.2015.02.029	Table 2	PTA6	Tg (°C)	142.5	Tg	1	0	0
10.1016/j.polymer.2015.02.036	Table 2	PEG200DA	Tg (°C) (DSC)	+28	Tg	1	0	0
10.1016/j.polymer.2015.02.036	Table 2	PEG400DA	Tg (°C) (DSC)	- 27	Tg	1	0	0
10.1016/j.polymer.2015.02.036	Table 2	PEG600DA	Tg (°C) (DSC)	- 41	Tg	1	0	0
10.1016/j.polymer.2015.02.036	Table 2	PEG200DA-F	Tg (°C) (DSC)	+18	Tg	1	0	0
10.1016/j.polymer.2015.02.036	Table 2	PEG400DA-F	Tg (°C) (DSC)	- 23	Tg	1	0	0
10.1016/j.polymer.2015.02.036	Table 2	PEG600DA-F	Tg (°C) (DSC)	- 43	Tg	1	0	0
10.1016/j.polymer.2015.02.040	Table 5	POSS0	Tg (°C)	112.5	Tg	1	0	0
10.1016/j.polymer.2015.02.040	Table 5	POSS5	Tg (°C)	107.8	Tg	1	0	0
10.1016/j.polymer.2015.02.040	Table 5	POSS10	Tg (°C)	102.2	Tg	1	0	0
10.1016/j.polymer.2015.02.040	Table 5	POSS15	Tg (°C)	136.5	Tg	1	0	0
10.1016/j.polymer.2015.02.040	Table 5	POSS25	Tg (°C)	134	Tg	1	0	0
10.1016/j.polymer.2015.03.008	Table 1	PU75	TgSD (K)	209	Tg	1	0	0
10.1016/j.polymer.2015.03.008	Table 1	PU88	TgSD (K)	228	Tg	1	0	0
10.1016/j.polymer.2015.03.008	Table 1	PU60	TgSD (K)	253	Tg	1	0	0
10.1016/j.polymer.2015.03.027	Table 3	P1	Tg [°C]	80	Tg	1	0	0
10.1016/j.polymer.2015.03.027	Table 3	P2	Tg [°C]	50	Tg	1	0	0
10.1016/j.polymer.2015.03.027	Table 3	P3	Tg [°C]	50	Tg	1	0	0
10.1016/j.polymer.2015.03.027	Table 3	P4	Tg [°C]	25	Tg	1	0	0
10.1016/j.polymer.2015.03.027	Table 3	P5	Tg [°C]	40	Tg	1	0	0
10.1016/j.polymer.2015.03.027	Table 3	P6	Tg [°C]	35	Tg	1	0	0
10.1016/j.polymer.2015.03.027	Table 3	P7	Tg [°C]	−10	Tg	1	0	0
10.1016/j.polymer.2015.03.027	Table 3	P5*a	Tg [°C]	50	Tg	1	0	0
10.1016/j.polymer.2015.03.027	Table 3	P7*a	Tg [°C]	−16	Tg	1	0	0
10.1016/j.polymer.2015.03.027	Table 3	P5	Tg [°C]	60	Tg	0	0	1
10.1016/j.polymer.2015.03.027	Table 3	P6	Tg [°C]	40	Tg	0	0	1
10.1016/j.polymer.2015.03.027	Table 3	P7	Tg [°C]	−10	Tg	0	0	1
10.1016/j.polymer.2015.03.056	Table 1	PS/BPO/70.7ka	Bulk Tgd (°C)	101	Tg	1	0	0
10.1016/j.polymer.2015.03.056	Table 1	PS/AIBN/4.0ka	Bulk Tgd (°C)	86	Tg	1	0	0
10.1016/j.polymer.2015.03.056	Table 1	PS/BPO/3.5ka	Bulk Tgd (°C)	79	Tg	1	0	0
10.1016/j.polymer.2015.03.056	Table 1	PS/Anionic/3.6kb	Bulk Tgd (°C)	72	Tg	1	0	0
10.1016/j.polymer.2015.03.056	Table 1	PMMA/AIBN/2.7ka	Bulk Tgd (°C)	89	Tg	1	0	0
10.1016/j.polymer.2015.03.056	Table 1	PMMA/Anionic/1.9kb	Bulk Tgd (°C)	75	Tg	1	0	0
10.1016/j.polymer.2015.03.071	Table 3	LPG	Tg (°C)a	−10	Tg	1	0	0
10.1016/j.polymer.2015.03.071	Table 3	LPG1	Tg (°C)a	−10	Tg	1	0	0
10.1016/j.polymer.2015.03.071	Table 3	LPG2	Tg (°C)a	−30	Tg	1	0	0
10.1016/j.polymer.2015.03.071	Table 3	LPG3	Tg (°C)a	−32	Tg	1	0	0
10.1016/j.polymer.2015.03.071	Table 3	LPG4	Tg (°C)a	−27	Tg	1	0	0
10.1016/j.polymer.2015.03.071	Table 3	LPG5	Tg (°C)a	−16	Tg	1	0	0
10.1016/j.polymer.2015.03.071	Table 3	LPG6	Tg (°C)a	−21	Tg	1	0	0
10.1016/j.polymer.2015.03.071	Table 3	LPG7	Tg (°C)a	−13	Tg	1	0	0
10.1016/j.polymer.2015.03.071	Table 3	LPG8	Tg (°C)a	−20	Tg	1	0	0
10.1016/j.polymer.2015.04.040	Table 3	SBR41/19	Tg DSC/°C	−45	Tg	0	0	1
10.1016/j.polymer.2015.04.040	Table 3	SBR20/60	Tg DSC/°C	−44	Tg	0	0	1
10.1016/j.polymer.2015.04.040	Table 3	SBR48/19	Tg DSC/°C	−25	Tg	0	0	1
10.1016/j.polymer.2015.04.040	Table 5	SBR41/19	Tg DSC	−45	Tg	1	0	0
10.1016/j.polymer.2015.04.040	Table 5	SBR20/60	Tg DSC	−44	Tg	1	0	0
10.1016/j.polymer.2015.04.040	Table 5	SBR48/19	Tg DSC	−25	Tg	1	0	0
10.1016/j.polymer.2015.04.047	Table 1	hbP(GA70-co-5HDON30)	Tgd [°C]	8.9	Tg	1	0	0
10.1016/j.polymer.2015.04.047	Table 1	hbP(GA65-co-5HDON35)	Tgd [°C]	1.7	Tg	1	0	0
10.1016/j.polymer.2015.04.047	Table 1	hbP(GA57-co-5HDON43)	Tgd [°C]	0.4	Tg	1	0	0
10.1016/j.polymer.2015.04.047	Table 1	hbP(GA56-co-5HDON44)	Tgd [°C]	−8.2	Tg	1	0	0
10.1016/j.polymer.2015.04.047	Table 1	hbP(GA45-co-5HDON55)	Tgd [°C]	−9.4	Tg	1	0	0
10.1016/j.polymer.2015.04.047	Table 1	hbP(GA36-co-5HDON64)	Tgd [°C]	−16.3	Tg	1	0	0
10.1016/j.polymer.2015.05.025	Table 1	PBN	Tga	51	Tg	1	0	0
10.1016/j.polymer.2015.05.025	Table 1	PBN-co(1)-20	Tga	68	Tg	1	0	0
10.1016/j.polymer.2015.05.025	Table 1	PBN-co(1)-25	Tga	74	Tg	1	0	0
10.1016/j.polymer.2015.05.050	Table 1	PLA	Tg	59.4	Tg	1	0	0
10.1016/j.polymer.2015.05.050	Table 1	POM25	Tg	58.6	Tg	1	0	0
10.1016/j.polymer.2015.05.050	Table 1	POM35	Tg	57.5	Tg	1	0	0
10.1016/j.polymer.2015.05.050	Table 1	POM40	Tg	56.8	Tg	1	0	0
10.1016/j.polymer.2015.06.045	Table 2	UPR	Tg (°C)	94.0	Tg	1	0	0
10.1016/j.polymer.2015.06.045	Table 2	LNR–UPR	Tg (°C)	90.0	Tg	1	0	0
10.1016/j.polymer.2015.06.045	Table 2	2% CNC–LNR–UPR	Tg (°C)	94.4	Tg	1	0	0
10.1016/j.polymer.2015.06.045	Table 2	4% CNC–LNR–UPR	Tg (°C)	94.6	Tg	1	0	0
10.1016/j.polymer.2015.06.045	Table 2	6% CNC–LNR–UPR	Tg (°C)	92.5	Tg	1	0	0
10.1016/j.polymer.2015.06.045	Table 2	2% STCNC–LNR–UPR	Tg (°C)	91.0	Tg	1	0	0
10.1016/j.polymer.2015.06.045	Table 2	4% STCNC–LNR–UPR	Tg (°C)	92.0	Tg	1	0	0
10.1016/j.polymer.2015.06.045	Table 2	6% STCNC–LNR–UPR	Tg (°C)	92.6	Tg	1	0	0
10.1016/j.polymer.2015.07.046	Table 1	PP2	Tg (K)	∼263c	Tg	1	0	0
10.1016/j.polymer.2015.07.046	Table 1	HDPE	Tg (K)	∼163c	Tg	1	0	0
10.1016/j.polymer.2015.09.024	Table 3	PES-NH	Tg (°C)	294	Tg	1	0	0
10.1016/j.polymer.2015.09.024	Table 3	PES-g-PEO-20	Tg (°C)	232	Tg	1	0	0
10.1016/j.polymer.2015.09.024	Table 3	PES-g-PEO-40	Tg (°C)	190	Tg	1	0	0
10.1016/j.polymer.2015.09.024	Table 3	PES-g-PEO-60	Tg (°C)	178	Tg	1	0	0
10.1016/j.polymer.2015.09.024	Table 3	PES-g-PEO-80	Tg (°C)	173	Tg	1	0	0
10.1016/j.apsusc.2015.01.170	Table 1	PEG-PLA5	Tg (°C)	28.6	Tg	1	0	0
10.1016/j.apsusc.2015.01.170	Table 1	PEG-PLA10	Tg (°C)	30.5	Tg	1	0	0
10.1016/j.apsusc.2015.01.170	Table 1	PEG-PLA20	Tg (°C)	31.0	Tg	1	0	0
10.1016/j.apsusc.2015.01.170	Table 1	PEG-PLA30	Tg (°C)	35.2	Tg	1	0	0
10.1016/j.apsusc.2015.01.170	Table 1	PEG-PLA50	Tg (°C)	35.8	Tg	1	0	0
10.1016/j.apsusc.2015.01.170	Table 1	PEG-PLA70	Tg (°C)	37.1	Tg	1	0	0
10.1016/j.apsusc.2015.08.254	Table 4	PGMA	Tg (°C)	96	Tg	1	0	0
10.1016/j.apsusc.2015.08.254	Table 4	PGMA/Cu nanohybrid (1%)	Tg (°C)	99	Tg	1	0	0
10.1016/j.apsusc.2015.08.254	Table 4	PGMA/Cu nanohybrid (5%)	Tg (°C)	108	Tg	1	0	0
10.1016/j.apsusc.2015.09.019	Table 3	Unmodified polyacrylic	Tg (°C)	−15	Tg	1	0	0
10.1016/j.apsusc.2015.09.019	Table 3	Modified polyacrylic with	Tg (°C)	−20 to −14	Tg	1	0	0
10.1016/j.apsusc.2015.09.019	Table 3	Modified polyacrylic with	Tg (°C)	−25 to −15	Tg	1	0	0
10.1016/j.apsusc.2015.09.019	Table 3	Modified polyacrylic with	Tg (°C)	−56	Tg	1	0	0
10.1016/j.apsusc.2015.10.066	Table 1	Polyethylene naphthalate (PEN)	Tg (°C)	121	Tg	1	0	0
10.1016/j.apsusc.2015.10.066	Table 1	Polyethylene terephthalate (PET)	Tg (°C)	110	Tg	1	0	0
10.1016/j.apsusc.2015.10.066	Table 1	PolyImide (Kapton)	Tg (°C)	400	Tg	1	0	0
10.1016/j.apsusc.2016.02.247	Table 2	POM	Glass transition temperature [°C]	−60	Tg	1	0	0
10.1016/j.apsusc.2016.02.247	Table 2	PEEK	Glass transition temperature [°C]	140	Tg	1	0	0
10.1016/j.apsusc.2016.03.116	Table 1	PLA	Tg (°C)	55	Tg	1	0	0
10.1016/j.apsusc.2016.03.116	Table 1	HDPE	Tg (°C)	−80	Tg	1	0	0
10.1016/j.apsusc.2016.03.116	Table 1	Medical PVC	Tg (°C)	−40	Tg	1	0	0
10.1016/j.apsusc.2016.03.125	Table 2	PET	Glass transition (°C)	78	Tg	1	0	0
10.1016/j.apsusc.2016.03.125	Table 2	PMMA	Glass transition (°C)	105 (atactic)	Tg	1	0	0
10.1016/j.apsusc.2016.03.125	Table 2	TAC	Glass transition (°C)	140–155	Tg	1	0	0
10.1016/j.apsusc.2016.04.118	Table 4	TPU	Tg(°C)	−28.82	Tg	1	0	0
10.1016/j.apsusc.2016.04.118	Table 4	TPU/CF(95/5)	Tg(°C)	−20.82	Tg	1	0	0
10.1016/j.apsusc.2016.04.118	Table 4	TPU/CF(95/5)	Tg(°C)	−25.32	Tg	1	0	0
10.1016/j.apsusc.2016.04.118	Table 4	TPU/CF(90/10)	Tg(°C)	−16.82	Tg	1	0	0
10.1016/j.apsusc.2016.04.118	Table 4	TPU/CF(90/10)	Tg(°C)	−18.82	Tg	1	0	0
10.1016/j.apsusc.2016.04.118	Table 4	TPU/CF(80/20)	Tg(°C)	−3.32	Tg	1	0	0
10.1016/j.apsusc.2016.04.118	Table 4	TPU/CF(80/20)	Tg(°C)	−10.82	Tg	1	0	0
10.1016/j.apsusc.2016.04.118	Table 4	TPU/CF(70/30)	Tg(°C)	−6.82	Tg	1	0	0
10.1016/j.apsusc.2016.12.080	Table 1	P2	Tgc[°C]	168	Tg	1	0	0
10.1016/j.apsusc.2016.12.080	Table 1	P4	Tgc[°C]	164	Tg	1	0	0
10.1016/j.apsusc.2016.12.080	Table 1	P5	Tgc[°C]	174	Tg	1	0	0
10.1016/j.apsusc.2016.12.080	Table 1	P6	Tgc[°C]	142	Tg	1	0	0
10.1016/j.electacta.2015.01.067	Table 1	PEO	Tg (°C)	−57	Tg	1	0	0
10.1016/j.electacta.2015.01.067	Table 1	PMMA	Tg (°C)	119	Tg	1	0	0
10.1016/j.electacta.2015.01.067	Table 1	PBA	Tg (°C)	−53	Tg	1	0	0
10.1016/j.electacta.2015.03.185	Table 2	LiFePO4/C	TG	2.54	Tg	0	1	0
10.1016/j.electacta.2015.03.185	Table 2	LiFe0.99V0.01PO4/C	TG	2.53	Tg	0	1	0
10.1016/j.electacta.2015.03.185	Table 2	LiFe0.97V0.03PO4/C	TG	2.49	Tg	0	1	0
10.1016/j.electacta.2015.03.185	Table 2	LiFe0.95V0.05PO4/C	TG	2.43	Tg	0	1	0
10.1016/j.electacta.2015.05.108	Table 2	PC	Tg/K	174	Tg	0	1	0
10.1016/j.electacta.2015.07.132	Table 2	ET-GPE	Tg/°C	-81,6	Tg	1	0	0
10.1016/j.electacta.2015.07.132	Table 2	ET-ZnTf2 GPE 1	Tg/°C	-67,5	Tg	1	0	0
10.1016/j.electacta.2015.07.132	Table 2	ET-ZnTf2 GPE 2	Tg/°C	-58,5	Tg	1	0	0
10.1016/j.electacta.2015.07.132	Table 2	ET-ZnTf2 GPE 3	Tg/°C	-57,3	Tg	1	0	0
10.1016/j.electacta.2015.07.132	Table 2	ET-ZnTf2 GPE 4	Tg/°C	-56,9	Tg	1	0	0
10.1016/j.electacta.2015.07.132	Table 2	ET-ZnTf2 GPE 5	Tg/°C	-53,3	Tg	1	0	0
10.1016/j.electacta.2015.07.132	Table 2	ET-ZnTf2 GPE 6	Tg/°C	-49,4	Tg	1	0	0
10.1016/j.electacta.2016.09.141	Table 1	PEO-LiClO4	Tg (°C)	−42.6	Tg	1	0	0
10.1016/j.electacta.2016.09.141	Table 1	LAGP70-SN0	Tg (°C)	−55.2	Tg	1	0	0
10.1016/j.electacta.2016.09.141	Table 1	LAGP70-SN3	Tg (°C)	−59.2	Tg	1	0	0
10.1016/j.electacta.2016.09.141	Table 1	LAGP70-SN6	Tg (°C)	−61.7	Tg	1	0	0
10.1016/j.electacta.2016.09.141	Table 1	LAGP70-SN9	Tg (°C)	−62.5	Tg	1	0	0
10.1016/j.electacta.2017.01.142	Table 1	E (Whkg−1)/P (kWkg−1)	RTGH3-12b	6.22/1.60	Tg	0	1	0
10.1016/j.matchemphys.2014.11.030	Table 2	PMO	WTg (Å)	18.5	Tg	0	1	0
10.1016/j.matchemphys.2014.11.030	Table 2	1N10PMO	WTg (Å)	18.9	Tg	0	1	0
10.1016/j.matchemphys.2014.11.030	Table 2	1N25PMO	WTg (Å)	19.4	Tg	0	1	0
10.1016/j.matchemphys.2014.11.030	Table 2	1N40PMO	WTg (Å)	19.9	Tg	0	1	0
10.1016/j.matchemphys.2014.11.030	Table 2	2N10PMO	WTg (Å)	18.7	Tg	0	1	0
10.1016/j.matchemphys.2014.11.030	Table 2	2N25PMO	WTg (Å)	19.2	Tg	0	1	0
10.1016/j.matchemphys.2014.11.030	Table 2	2N40PMO	WTg (Å)	21.1	Tg	0	1	0
10.1016/j.matchemphys.2014.11.030	Table 2	3N10PMO	WTg (Å)	16.8	Tg	0	1	0
10.1016/j.matchemphys.2014.11.030	Table 2	3N25PMO	WTg (Å)	20.3	Tg	0	1	0
10.1016/j.matchemphys.2014.11.030	Table 2	3N40PMO	WTg (Å)	19.9	Tg	0	1	0
10.1016/j.matchemphys.2015.02.035	Table 2	Azo-1	Tg, °C	78	Tg	0	1	0
10.1016/j.matchemphys.2015.02.035	Table 2	Azo-2	Tg, °C	113	Tg	0	1	0
10.1016/j.matchemphys.2015.02.035	Table 2	Pyr-1	Tg, °C	118	Tg	0	1	0
10.1016/j.matchemphys.2015.02.035	Table 2	Pyr-2	Tg, °C	127	Tg	0	1	0
10.1016/j.matchemphys.2015.02.035	Table 2	Pyr-3	Tg, °C	122	Tg	0	1	0
10.1016/j.matchemphys.2015.02.035	Table 2	Iph-1	Tg, °C	91	Tg	0	1	0
10.1016/j.matchemphys.2015.02.035	Table 2	Iph-2	Tg, °C	105	Tg	0	1	0
10.1016/j.matchemphys.2015.05.006	Table 1	DGEBA–MHHPA	Tg (°C)a	155.3	Tg	1	0	0
10.1016/j.matchemphys.2015.05.006	Table 1	DGEBA–PMSE-0.2	Tg (°C)a	95.4	Tg	1	0	0
10.1016/j.matchemphys.2015.05.006	Table 1	DGEBA–PMSE-0.4	Tg (°C)a	55.6	Tg	1	0	0
10.1016/j.matchemphys.2015.05.006	Table 1	PMSE–MHHPA	Tg (°C)a	15.6	Tg	1	0	0
10.1016/j.matchemphys.2015.09.036	Table 1	Neat PLA	Tg (°C)	65.6	Tg	1	0	0
10.1016/j.matchemphys.2015.09.036	Table 1	0.5% GO-g-PLA	Tg (°C)	68.6	Tg	1	0	0
10.1016/j.matchemphys.2015.09.036	Table 1	2.0% GO-g-PLA	Tg (°C)	67.6	Tg	1	0	0
10.1016/j.ssi.2015.07.002	Table 2	PVC/PEO	Tg (onset) (°C)	59.22	Tg	1	0	0
10.1016/j.ssi.2015.07.002	Table 2	PVC/PEO:KI	Tg (onset) (°C)	57.15	Tg	1	0	0
10.1016/j.ssi.2015.07.002	Table 2	PVC/PEO:KI	Tg (onset) (°C)	56.87	Tg	1	0	0
10.1016/j.ssi.2015.12.001	Table 1	PMCA	Tg/K	299	Tg	1	0	0
10.1016/j.ssi.2015.12.001	Table 1	(PMCA)1(LiTFSA)0.4	Tg/K	268	Tg	1	0	0
10.1016/j.ssi.2015.12.001	Table 1	(PMCA)1(LiTFSA)0.6	Tg/K	276	Tg	1	0	0
10.1016/j.ssi.2015.12.001	Table 1	(PMCA)1(LiTFSA)0.8	Tg/K	278	Tg	1	0	0
10.1016/j.polymer.2014.10.070	Table 1	PP – cba	Melt temperature [°C]	230	Tm	0	1	0
10.1016/j.polymer.2014.11.057	Table 2	PRX1500Me-PU	Tm [°C]	20	Tm	1	0	0
10.1016/j.polymer.2014.11.057	Table 2	PRX4000Me-PU	Tm [°C]	0	Tm	1	0	0
10.1016/j.polymer.2014.11.057	Table 2	PRX6000Me-PU	Tm [°C]	8	Tm	1	0	0
10.1016/j.polymer.2014.11.057	Table 2	CDMe-PU	Tm [°C]	3	Tm	1	0	0
10.1016/j.polymer.2014.11.061	Table 2	RHBLPE-1	Tm1 (°C)	47.5	Tm	1	0	0
10.1016/j.polymer.2014.11.061	Table 2	RHBLPE-1	Tm2 (°C)	123.8	Tm	1	0	0
10.1016/j.polymer.2014.11.061	Table 2	RHBLPE-2	Tm1 (°C)	21.7	Tm	1	0	0
10.1016/j.polymer.2014.11.061	Table 2	RHBLPE-3	Tm1 (°C)	−24.0	Tm	1	0	0
10.1016/j.polymer.2014.12.004	Table 1	F127	Tmc (°C)	51.9	Tm	1	0	0
10.1016/j.polymer.2014.12.004	Table 1	PTMC-F127-PTMC	Tmc (°C)	49.4	Tm	1	0	0
10.1016/j.polymer.2014.12.004	Table 1	PTMAc-F127-PTMAc	Tmc (°C)	47.8	Tm	1	0	0
10.1016/j.polymer.2014.12.032	Table 2	Nylon 12	Tm (°C)	175.8	Tm	1	0	0
10.1016/j.polymer.2014.12.032	Table 2	Nylon 12/0.4 wt % raw MWCNT	Tm (°C)	176.5	Tm	1	0	0
10.1016/j.polymer.2014.12.032	Table 2	Nylon 12/0.4 wt % PL-MWCNT	Tm (°C)	177.5	Tm	1	0	0
10.1016/j.polymer.2014.12.032	Table 2	Nylon 12/0.8 wt % PL-MWCNT	Tm (°C)	178.3	Tm	1	0	0
10.1016/j.polymer.2014.12.032	Table 2	Nylon 12/1.2 wt % PL-MWCNT	Tm (°C)	178.7	Tm	1	0	0
10.1016/j.polymer.2014.12.058	Table 1	PA66	aTm (°C)	257	Tm	1	0	0
